timestamp,elapsed_seconds,container,cpu_percent,memory_usage,memory_percent
2026-09-18T21:58:08.348733,0.0,tcc-monolith,0.29%,64.51MiB / 15.31GiB,0.41%
2026-09-18T21:58:10.355938,0.0,tcc-postgres,0.00%,56.42MiB / 15.31GiB,0.36%
2026-09-18T21:58:13.379839,5.0,tcc-monolith,0.32%,64.51MiB / 15.31GiB,0.41%
2026-09-18T21:58:15.394545,5.0,tcc-postgres,0.00%,56.42MiB / 15.31GiB,0.36%
2026-09-18T21:58:18.346337,10.0,tcc-monolith,4.99%,64.72MiB / 15.31GiB,0.41%
2026-09-18T21:58:20.359874,10.0,tcc-postgres,10.89%,56.45MiB / 15.31GiB,0.36%
2026-09-18T21:58:23.349614,15.0,tcc-monolith,35.33%,65.38MiB / 15.31GiB,0.42%
2026-09-18T21:58:25.353998,15.0,tcc-postgres,6.93%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:58:28.346360,20.0,tcc-monolith,41.80%,65.79MiB / 15.31GiB,0.42%
2026-09-18T21:58:30.352903,20.0,tcc-postgres,5.42%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:58:33.353999,25.0,tcc-monolith,45.83%,65.84MiB / 15.31GiB,0.42%
2026-09-18T21:58:35.358123,25.0,tcc-postgres,3.78%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:58:38.340700,30.0,tcc-monolith,38.60%,65.2MiB / 15.31GiB,0.42%
2026-09-18T21:58:40.346942,30.0,tcc-postgres,3.63%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:58:43.371732,35.0,tcc-monolith,41.42%,65.33MiB / 15.31GiB,0.42%
2026-09-18T21:58:45.377338,35.0,tcc-postgres,4.64%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:58:48.364003,40.0,tcc-monolith,45.87%,65.21MiB / 15.31GiB,0.42%
2026-09-18T21:58:50.372935,40.0,tcc-postgres,3.15%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:58:53.344543,45.0,tcc-monolith,34.98%,65.26MiB / 15.31GiB,0.42%
2026-09-18T21:58:55.350749,45.0,tcc-postgres,3.95%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:58:58.355687,50.0,tcc-monolith,39.88%,65.29MiB / 15.31GiB,0.42%
2026-09-18T21:59:00.367148,50.0,tcc-postgres,3.99%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:59:03.344515,55.0,tcc-monolith,39.31%,65.17MiB / 15.31GiB,0.42%
2026-09-18T21:59:05.358830,55.0,tcc-postgres,3.54%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:59:08.344110,60.0,tcc-monolith,48.93%,65.32MiB / 15.31GiB,0.42%
2026-09-18T21:59:10.352691,60.0,tcc-postgres,7.04%,56.4MiB / 15.31GiB,0.36%
2026-09-18T21:59:13.342935,65.0,tcc-monolith,34.00%,65.27MiB / 15.31GiB,0.42%
2026-09-18T21:59:15.351602,65.0,tcc-postgres,6.65%,56.4MiB / 15.31GiB,0.36%
2026-09-18T21:59:18.346394,70.0,tcc-monolith,34.45%,65.29MiB / 15.31GiB,0.42%
2026-09-18T21:59:20.355967,70.0,tcc-postgres,4.71%,56.4MiB / 15.31GiB,0.36%
2026-09-18T21:59:23.338598,75.0,tcc-monolith,31.52%,65.21MiB / 15.31GiB,0.42%
2026-09-18T21:59:25.344697,75.0,tcc-postgres,3.19%,56.4MiB / 15.31GiB,0.36%
2026-09-18T21:59:28.345408,80.0,tcc-monolith,47.05%,65.27MiB / 15.31GiB,0.42%
2026-09-18T21:59:30.356436,80.0,tcc-postgres,4.87%,56.4MiB / 15.31GiB,0.36%
2026-09-18T21:59:33.344560,85.0,tcc-monolith,31.92%,65.15MiB / 15.31GiB,0.42%
2026-09-18T21:59:35.358652,85.0,tcc-postgres,3.99%,56.4MiB / 15.31GiB,0.36%
2026-09-18T21:59:38.351412,90.0,tcc-monolith,36.85%,65.28MiB / 15.31GiB,0.42%
2026-09-18T21:59:40.356133,90.0,tcc-postgres,3.73%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:59:43.346917,95.0,tcc-monolith,43.56%,65.18MiB / 15.31GiB,0.42%
2026-09-18T21:59:45.354981,95.0,tcc-postgres,3.96%,56.4MiB / 15.31GiB,0.36%
2026-09-18T21:59:48.346272,100.0,tcc-monolith,36.12%,65.29MiB / 15.31GiB,0.42%
2026-09-18T21:59:50.353267,100.0,tcc-postgres,5.38%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:59:53.362608,105.0,tcc-monolith,37.00%,65.27MiB / 15.31GiB,0.42%
2026-09-18T21:59:55.368578,105.0,tcc-postgres,4.08%,56.41MiB / 15.31GiB,0.36%
2026-09-18T21:59:58.348602,110.0,tcc-monolith,31.54%,65.48MiB / 15.31GiB,0.42%
2026-09-18T22:00:00.353818,110.0,tcc-postgres,3.46%,56.41MiB / 15.31GiB,0.36%
2026-09-18T22:00:03.348704,115.0,tcc-monolith,44.92%,65.48MiB / 15.31GiB,0.42%
2026-09-18T22:00:05.358839,115.0,tcc-postgres,7.50%,56.38MiB / 15.31GiB,0.36%
