Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET customer-service /customers/,1783,0,9,9.799943584941841,5.076820001704618,54.66276200240827,69.0,14.955093183626287,0.0,9,10,10,11,12,15,20,28,54,55,55
GET,GET order-service /orders/,1769,0,9,9.754737158878855,5.268611002975376,56.90797100032796,76.0,14.837666764910209,0.0,9,9,10,10,12,15,23,32,57,57,57
GET,GET order-service /orders/1,1213,0,9,10.491905837584893,5.805150998639874,50.09200399945257,74.0,10.174160421614518,0.0,9,10,11,11,13,17,22,31,50,50,50
GET,GET product-service /products/,1755,0,9,9.754528775511451,5.1114350026182365,55.85844799861661,110.0,14.72024034619413,0.0,9,10,10,11,12,15,20,32,53,56,56
GET,GET product-service /products/1,1143,0,9,10.464576565232026,6.236129000171786,47.89813399838749,108.0,9.587028328034126,0.0,9,10,11,11,13,16,22,37,47,48,48
,Aggregated,7663,0,9,9.987775054427937,5.076820001704618,56.90797100032796,86.61451128800731,64.27418904437927,0.0,9,10,10,11,13,15,21,31,54,57,57
