timestamp,elapsed_seconds,container,cpu_percent,memory_usage,memory_percent
2026-09-18T23:04:45.591416,0.0,tcc-product-service,0.40%,57.03MiB / 15.31GiB,0.36%
2026-09-18T23:04:47.602606,0.0,tcc-customer-service,0.25%,56.57MiB / 15.31GiB,0.36%
2026-09-18T23:04:49.610178,0.0,tcc-order-service,0.27%,62.43MiB / 15.31GiB,0.40%
2026-09-18T23:04:51.615294,0.0,tcc-postgres,0.20%,68.38MiB / 15.31GiB,0.44%
2026-09-18T23:04:53.624288,7.56,tcc-product-service,2.98%,57.23MiB / 15.31GiB,0.37%
2026-09-18T23:04:55.635056,7.56,tcc-customer-service,2.35%,56.56MiB / 15.31GiB,0.36%
2026-09-18T23:04:57.645306,7.56,tcc-order-service,5.98%,62.44MiB / 15.31GiB,0.40%
2026-09-18T23:04:59.653939,7.56,tcc-postgres,1.45%,68.38MiB / 15.31GiB,0.44%
2026-09-18T23:05:01.660187,15.59,tcc-product-service,7.80%,57.15MiB / 15.31GiB,0.36%
2026-09-18T23:05:03.672395,15.59,tcc-customer-service,2.77%,56.61MiB / 15.31GiB,0.36%
2026-09-18T23:05:05.679747,15.59,tcc-order-service,6.02%,62.47MiB / 15.31GiB,0.40%
2026-09-18T23:05:07.691608,15.59,tcc-postgres,9.45%,68.44MiB / 15.31GiB,0.44%
2026-09-18T23:05:09.696262,23.63,tcc-product-service,7.27%,57.14MiB / 15.31GiB,0.36%
2026-09-18T23:05:11.704195,23.63,tcc-customer-service,4.16%,56.62MiB / 15.31GiB,0.36%
2026-09-18T23:05:13.712793,23.63,tcc-order-service,8.16%,62.45MiB / 15.31GiB,0.40%
2026-09-18T23:05:15.720558,23.63,tcc-postgres,1.77%,68.5MiB / 15.31GiB,0.44%
2026-09-18T23:05:17.728668,31.66,tcc-product-service,11.44%,57.16MiB / 15.31GiB,0.36%
2026-09-18T23:05:19.738400,31.66,tcc-customer-service,6.18%,56.64MiB / 15.31GiB,0.36%
2026-09-18T23:05:21.747490,31.66,tcc-order-service,6.95%,62.44MiB / 15.31GiB,0.40%
2026-09-18T23:05:23.753286,31.66,tcc-postgres,4.65%,68.38MiB / 15.31GiB,0.44%
2026-09-18T23:05:25.759244,39.69,tcc-product-service,10.09%,57.16MiB / 15.31GiB,0.36%
2026-09-18T23:05:27.768042,39.69,tcc-customer-service,4.65%,56.65MiB / 15.31GiB,0.36%
2026-09-18T23:05:29.771499,39.69,tcc-order-service,6.88%,62.46MiB / 15.31GiB,0.40%
2026-09-18T23:05:31.782026,39.69,tcc-postgres,1.76%,68.38MiB / 15.31GiB,0.44%
2026-09-18T23:05:33.789948,47.72,tcc-product-service,12.50%,57.16MiB / 15.31GiB,0.36%
2026-09-18T23:05:35.796022,47.72,tcc-customer-service,6.72%,56.74MiB / 15.31GiB,0.36%
2026-09-18T23:05:37.802383,47.72,tcc-order-service,5.40%,62.45MiB / 15.31GiB,0.40%
2026-09-18T23:05:39.813668,47.72,tcc-postgres,2.11%,68.38MiB / 15.31GiB,0.44%
2026-09-18T23:05:41.821261,55.75,tcc-product-service,7.06%,57.17MiB / 15.31GiB,0.36%
