timestamp,elapsed_seconds,container,cpu_percent,memory_usage,memory_percent
2026-09-18T23:41:27.057304,0.0,tcc-product-service,0.28%,58.56MiB / 15.31GiB,0.37%
2026-09-18T23:41:29.061835,0.0,tcc-customer-service,0.27%,57.78MiB / 15.31GiB,0.37%
2026-09-18T23:41:31.070979,0.0,tcc-order-service,0.31%,63.86MiB / 15.31GiB,0.41%
2026-09-18T23:41:33.084868,0.0,tcc-postgres,0.00%,74.39MiB / 15.31GiB,0.47%
2026-09-18T23:41:35.092197,7.57,tcc-product-service,4.87%,58.66MiB / 15.31GiB,0.37%
2026-09-18T23:41:37.102029,7.57,tcc-customer-service,2.33%,57.8MiB / 15.31GiB,0.37%
2026-09-18T23:41:39.109707,7.57,tcc-order-service,7.50%,64.12MiB / 15.31GiB,0.41%
2026-09-18T23:41:41.117980,7.57,tcc-postgres,9.40%,74.4MiB / 15.31GiB,0.47%
2026-09-18T23:41:43.127335,15.6,tcc-product-service,18.78%,59.09MiB / 15.31GiB,0.38%
2026-09-18T23:41:45.129764,15.6,tcc-customer-service,10.04%,57.99MiB / 15.31GiB,0.37%
2026-09-18T23:41:47.139730,15.6,tcc-order-service,12.52%,64.18MiB / 15.31GiB,0.41%
2026-09-18T23:41:49.148296,15.6,tcc-postgres,3.60%,74.38MiB / 15.31GiB,0.47%
2026-09-18T23:41:51.155007,23.63,tcc-product-service,17.41%,59.05MiB / 15.31GiB,0.38%
2026-09-18T23:41:53.164087,23.63,tcc-customer-service,8.32%,57.93MiB / 15.31GiB,0.37%
2026-09-18T23:41:55.170481,23.63,tcc-order-service,13.28%,64.18MiB / 15.31GiB,0.41%
2026-09-18T23:41:57.176511,23.63,tcc-postgres,3.59%,74.46MiB / 15.31GiB,0.48%
2026-09-18T23:41:59.181318,31.66,tcc-product-service,15.17%,58.94MiB / 15.31GiB,0.38%
2026-09-18T23:42:01.188721,31.66,tcc-customer-service,6.22%,57.93MiB / 15.31GiB,0.37%
2026-09-18T23:42:03.196367,31.66,tcc-order-service,15.31%,64.23MiB / 15.31GiB,0.41%
2026-09-18T23:42:05.204706,31.66,tcc-postgres,3.69%,74.38MiB / 15.31GiB,0.47%
2026-09-18T23:42:07.212767,39.69,tcc-product-service,15.10%,58.93MiB / 15.31GiB,0.38%
2026-09-18T23:42:09.224264,39.69,tcc-customer-service,15.28%,57.93MiB / 15.31GiB,0.37%
2026-09-18T23:42:11.237474,39.69,tcc-order-service,29.61%,64.08MiB / 15.31GiB,0.41%
2026-09-18T23:42:13.239849,39.69,tcc-postgres,3.71%,74.38MiB / 15.31GiB,0.47%
2026-09-18T23:42:15.247404,47.72,tcc-product-service,20.02%,59.08MiB / 15.31GiB,0.38%
2026-09-18T23:42:17.254604,47.72,tcc-customer-service,8.47%,57.92MiB / 15.31GiB,0.37%
2026-09-18T23:42:19.262848,47.72,tcc-order-service,16.57%,64.08MiB / 15.31GiB,0.41%
2026-09-18T23:42:21.268877,47.72,tcc-postgres,4.70%,76.25MiB / 15.31GiB,0.49%
