Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/customers/,167,0,10,10.099624341198583,4.890696000074968,26.33297499960463,67.0,1.406170244127383,0.0,10,10,11,12,14,16,22,24,26,26,26
GET,/orders/,199,0,10,10.267572748663001,5.054107999967528,27.27373499874375,76.0,1.6756160394092767,0.0,10,11,11,12,15,17,20,21,27,27,27
GET,/orders/1,122,0,11,11.536280442580063,5.456179000248085,29.737776998445042,74.0,1.02726209451222,0.0,11,12,13,13,17,20,22,22,30,30,30
GET,/products/,167,0,10,9.995857958185983,5.255239999314654,23.43473800101492,112.0,1.406170244127383,0.0,10,11,11,12,15,16,18,22,23,23,23
GET,/products/1,121,0,10,11.011963437881642,5.4874769994057715,30.654428999696393,110.0,1.0188419134096607,0.0,10,12,13,13,15,18,19,29,31,31,31
,Aggregated,776,0,10,10.488487514123204,4.890696000074968,30.654428999696393,86.79768041237114,6.534060535585923,0.0,10,11,12,12,15,17,21,23,31,31,31
