timestamp,elapsed_seconds,container,cpu_percent,memory_usage,memory_percent
2026-09-18T23:19:31.414288,39.68,tcc-customer-service,14.27%,57.68MiB / 15.31GiB,0.37%
2026-09-18T23:19:33.421935,39.68,tcc-order-service,13.97%,64.07MiB / 15.31GiB,0.41%
2026-09-18T23:19:35.428265,39.68,tcc-postgres,3.37%,74.42MiB / 15.31GiB,0.47%
2026-09-18T23:19:37.435816,47.71,tcc-product-service,17.47%,58.46MiB / 15.31GiB,0.37%
2026-09-18T23:19:39.442592,47.71,tcc-customer-service,10.45%,57.7MiB / 15.31GiB,0.37%
2026-09-18T23:19:41.450729,47.71,tcc-order-service,13.02%,63.72MiB / 15.31GiB,0.41%
2026-09-18T23:19:43.457332,47.71,tcc-postgres,3.54%,74.42MiB / 15.31GiB,0.47%
2026-09-18T23:19:45.462199,55.74,tcc-product-service,15.51%,58.39MiB / 15.31GiB,0.37%
2026-09-18T23:19:47.470429,55.74,tcc-customer-service,7.82%,57.79MiB / 15.31GiB,0.37%
2026-09-18T23:19:49.476220,55.74,tcc-order-service,16.07%,63.8MiB / 15.31GiB,0.41%
2026-09-18T23:19:51.483960,55.74,tcc-postgres,3.01%,74.43MiB / 15.31GiB,0.47%
2026-09-18T23:19:53.489547,63.76,tcc-product-service,13.37%,58.44MiB / 15.31GiB,0.37%
2026-09-18T23:19:55.497573,63.76,tcc-customer-service,6.84%,57.66MiB / 15.31GiB,0.37%
2026-09-18T23:19:57.504415,63.76,tcc-order-service,16.09%,63.78MiB / 15.31GiB,0.41%
2026-09-18T23:19:59.512422,63.76,tcc-postgres,12.64%,74.49MiB / 15.31GiB,0.48%
2026-09-18T23:20:01.521260,71.79,tcc-product-service,18.06%,58.5MiB / 15.31GiB,0.37%
2026-09-18T23:20:03.529540,71.79,tcc-customer-service,7.89%,57.66MiB / 15.31GiB,0.37%
2026-09-18T23:20:05.537324,71.79,tcc-order-service,18.85%,63.79MiB / 15.31GiB,0.41%
2026-09-18T23:20:07.544538,71.79,tcc-postgres,3.60%,74.42MiB / 15.31GiB,0.47%
2026-09-18T23:20:09.553544,79.82,tcc-product-service,15.53%,58.51MiB / 15.31GiB,0.37%
2026-09-18T23:20:11.559535,79.82,tcc-customer-service,9.86%,57.7MiB / 15.31GiB,0.37%
2026-09-18T23:20:13.568543,79.82,tcc-order-service,16.12%,63.79MiB / 15.31GiB,0.41%
2026-09-18T23:20:15.575388,79.82,tcc-postgres,3.56%,74.42MiB / 15.31GiB,0.47%
2026-09-18T23:20:17.582217,87.85,tcc-product-service,13.17%,58.51MiB / 15.31GiB,0.37%
2026-09-18T23:20:19.590866,87.85,tcc-customer-service,7.52%,57.69MiB / 15.31GiB,0.37%
2026-09-18T23:20:21.599096,87.85,tcc-order-service,17.78%,63.94MiB / 15.31GiB,0.41%
2026-09-18T23:20:23.605735,87.85,tcc-postgres,3.82%,74.42MiB / 15.31GiB,0.47%
2026-09-18T23:20:25.613546,95.88,tcc-product-service,24.70%,58.46MiB / 15.31GiB,0.37%
2026-09-18T23:20:27.620108,95.88,tcc-customer-service,8.35%,57.69MiB / 15.31GiB,0.37%
2026-09-18T23:20:29.626958,95.88,tcc-order-service,20.66%,63.78MiB / 15.31GiB,0.41%
2026-09-18T23:20:31.633078,95.88,tcc-postgres,3.57%,74.43MiB / 15.31GiB,0.47%
2026-09-18T23:20:33.641115,103.91,tcc-product-service,16.95%,58.49MiB / 15.31GiB,0.37%
2026-09-18T23:20:35.650750,103.91,tcc-customer-service,10.42%,57.68MiB / 15.31GiB,0.37%
2026-09-18T23:20:37.656473,103.91,tcc-order-service,14.82%,63.9MiB / 15.31GiB,0.41%
2026-09-18T23:20:39.664888,103.91,tcc-postgres,3.90%,74.42MiB / 15.31GiB,0.47%
2026-09-18T23:20:41.671484,111.94,tcc-product-service,14.72%,58.66MiB / 15.31GiB,0.37%
2026-09-18T23:20:43.680019,111.94,tcc-customer-service,11.03%,57.78MiB / 15.31GiB,0.37%
2026-09-18T23:20:45.688293,111.94,tcc-order-service,16.30%,63.78MiB / 15.31GiB,0.41%
2026-09-18T23:20:47.696631,111.94,tcc-postgres,3.54%,74.42MiB / 15.31GiB,0.47%
2026-09-18T23:20:49.704649,119.98,tcc-product-service,11.21%,58.73MiB / 15.31GiB,0.37%
2026-09-18T23:20:51.713659,119.98,tcc-customer-service,12.13%,57.93MiB / 15.31GiB,0.37%
2026-09-18T23:20:53.720353,119.98,tcc-order-service,13.53%,64.01MiB / 15.31GiB,0.41%
2026-09-18T23:20:55.728931,119.98,tcc-postgres,6.77%,74.48MiB / 15.31GiB,0.48%
